Unnamed: 0,Open,High,Low,Close,OKB-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,Open,High,Low,Close,OKB-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,EMA_15,ATR_15,EMA_60,ATR_60,CHAIKIN
2019-10-29,2.9750380516052246,3.050942897796631,2.9660160541534424,3.002811908721924,3.002811908721924,87698717.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,3.002811908721924,2.6739823818206787,1.0,2.9750380516052246,3.050942897796631,2.9660160541534424,3.002811908721924,3.002811908721924,87698717.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,3.002811908721924,2.6739823818206787,1.0,2.473179658253988,0.16419787406921388,2.665207266807556,0.1866885741551717,-13251616.459459245
2019-10-30,3.0060479640960693,3.009517908096313,2.900465965270996,2.921391010284424,2.921391010284424,91756315.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,2.921391010284424,2.779739999771118,1.0,3.0060479640960693,3.009517908096313,2.900465965270996,2.921391010284424,2.921391010284424,91756315.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,2.921391010284424,2.779739999771118,1.0,2.514756186803182,0.15653133392333982,2.6578085660934447,0.18341072400410968,-30535158.755135357
2019-10-31,2.92054295539856,2.9921369552612305,2.7993719577789307,2.972759962081909,2.972759962081909,93024495.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,2.972759962081909,2.9028885841369627,1.0,2.92054295539856,2.9921369552612305,2.7993719577789307,2.972759962081909,2.972759962081909,93024495.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,2.972759962081909,2.9028885841369627,1.0,2.559694592158,0.1623579978942871,2.64755619764328,0.1813014268875122,-11181716.264525354
2019-11-01,2.9728400707244877,3.1699249744415283,2.922821044921875,3.134795904159546,3.134795904159546,94866121.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,3.134795904159546,3.0010733604431152,1.0,2.9728400707244877,3.1699249744415283,2.922821044921875,3.134795904159546,3.134795904159546,94866121.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,3.134795904159546,3.0010733604431152,1.0,2.6190345923105878,0.17007185618082676,2.636350679397583,0.17876997788747148,19354457.91923672
2019-11-04,3.1405398845672607,3.2631049156188965,3.138235092163086,3.249100923538208,3.249100923538208,86072219.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,3.249100923538208,3.056171941757202,1.0,3.1405398845672607,3.2631049156188965,3.138235092163086,3.249100923538208,3.249100923538208,86072219.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,3.249100923538208,3.056171941757202,1.0,2.6748767852783204,0.16703171730041497,2.6257381796836854,0.17821427583694455,51330860.02799797
2019-11-05,3.249100923538208,3.324798107147217,3.1787660121917725,3.27167010307312,3.27167010307312,85221338.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,3.27167010307312,3.1099435806274416,1.0,3.249100923538208,3.324798107147217,3.1787660121917725,3.27167010307312,3.27167010307312,85221338.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,3.27167010307312,3.1099435806274416,1.0,2.7330018520355224,0.171341323852539,2.6289604981740315,0.16681866248448687,67131452.17848462
2019-11-06,3.2704319953918457,3.466315031051636,3.233628034591675,3.3958959579467773,3.3958959579467773,89005692.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,3.3958959579467773,3.204844570159912,1.0,3.2704319953918457,3.466315031051636,3.233628034591675,3.3958959579467773,3.3958959579467773,89005692.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,3.3958959579467773,3.204844570159912,1.0,2.7992461204528807,0.18105444908142088,2.6337869644165037,0.16819406350453694,78671240.29096854
2019-11-07,3.396962881088257,3.447154998779297,3.2408149242401123,3.342888116836548,3.342888116836548,91681314.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,3.342888116836548,3.27887020111084,1.0,3.396962881088257,3.447154998779297,3.2408149242401123,3.342888116836548,3.342888116836548,91681314.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,3.342888116836548,3.27887020111084,1.0,2.864438454310099,0.19182538986206052,2.642104498545329,0.16677871545155842,75929991.46833128
2019-11-08,3.343125104904175,3.343125104904175,2.879775047302246,2.9767160415649414,2.9767160415649414,104993419.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,2.9767160415649414,3.247254228591919,-1.0,3.343125104904175,3.343125104904175,2.879775047302246,2.9767160415649414,2.9767160415649414,104993419.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,2.9767160415649414,3.247254228591919,-1.0,2.908427127202352,0.21518038113911944,2.6407410979270933,0.16731464862823486,48477520.56739867
2019-11-11,3.2414638996124268,3.2640130519866943,3.044490098953247,3.182878017425537,3.182878017425537,102818003.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,3.182878017425537,3.2340096473693847,-1.0,3.2414638996124268,3.2640130519866943,3.044490098953247,3.182878017425537,3.182878017425537,102818003.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,3.182878017425537,3.2340096473693847,-1.0,2.95078592300415,0.21794670422871903,2.643369750181834,0.16866693099339802,41372129.2632637
