Unnamed: 0,Open,High,Low,Close,KCS-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,Open,High,Low,Close,KCS-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,EMA_15,ATR_15,EMA_60,ATR_60,CHAIKIN
2019-10-29,1.4750159978866575,1.488407015800476,1.3798929452896118,1.488407015800476,1.488407015800476,6314284.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,1.488407015800476,1.3000402212142945,1.0,1.4750159978866575,1.488407015800476,1.3798929452896118,1.488407015800476,1.488407015800476,6314284.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,1.488407015800476,1.3000402212142945,1.0,1.1765158653259278,0.08286126454671221,1.4152656853199006,0.09151283701260884,8455739.399171581
2019-10-30,1.4845139980316162,1.532668948173523,1.448768973350525,1.5070819854736328,1.5070819854736328,7393222.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,1.5070819854736328,1.3842684268951415,1.0,1.4845139980316162,1.532668948173523,1.448768973350525,1.5070819854736328,1.5070819854736328,7393222.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,1.5070819854736328,1.3842684268951415,1.0,1.2001466671625773,0.08415119647979734,1.4110319018363953,0.09115388592084249,9551233.501008922
2019-10-31,1.507715940475464,1.549186944961548,1.4802019596099854,1.514333963394165,1.514333963394165,6203073.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,1.514333963394165,1.4556218147277833,1.0,1.507715940475464,1.549186944961548,1.4802019596099854,1.514333963394165,1.514333963394165,6203073.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,1.514333963394165,1.4556218147277833,1.0,1.2235377311706543,0.08168052832285562,1.4061072170734406,0.08996786872545878,9110466.141707337
2019-11-01,1.5147279500961304,1.5361859798431396,1.4930570125579834,1.5328090190887451,1.5328090190887451,7985031.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,1.5328090190887451,1.5038114070892334,1.0,1.5147279500961304,1.5361859798431396,1.4930570125579834,1.5328090190887451,1.5328090190887451,7985031.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,1.5328090190887451,1.5038114070892334,1.0,1.2479072650273642,0.08140912850697833,1.401667300860087,0.08959589997927347,10244746.18011025
2019-11-04,1.5646649599075315,1.5676929950714111,1.4316649436950684,1.4989919662475586,1.4989919662475586,7530867.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,1.4989919662475586,1.5083247900009156,-1.0,1.5646649599075315,1.5676929950714111,1.4316649436950684,1.4989919662475586,1.4989919662475586,7530867.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,1.4989919662475586,1.5083247900009156,-1.0,1.2724057992299398,0.08723739782969157,1.3969932675361634,0.09060020049413045,9753223.892530467
2019-11-05,1.4989919662475586,1.515974044799805,1.4453699588775637,1.4558520317077637,1.4558520317077637,6192922.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,1.4558520317077637,1.501813793182373,-1.0,1.4989919662475586,1.515974044799805,1.4453699588775637,1.4558520317077637,1.4558520317077637,6192922.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,1.4558520317077637,1.501813793182373,-1.0,1.2955520709355672,0.09001940091451009,1.392220785220464,0.09055091937383015,7280099.330496423
2019-11-06,1.4562009572982788,1.4562009572982788,1.3065849542617798,1.3720489740371704,1.3720489740371704,7032172.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,1.3720489740371704,1.4748071908950806,-1.0,1.4562009572982788,1.4562009572982788,1.3065849542617798,1.3720489740371704,1.3720489740371704,7032172.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,1.3720489740371704,1.4748071908950806,-1.0,1.3170295397440592,0.09537713527679444,1.3865572015444438,0.09172648787498475,5327060.385329831
2019-11-07,1.3908779621124268,1.3949919939041138,1.3100279569625854,1.3368090391159058,1.3368090391159058,6895625.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,1.3368090391159058,1.4393022060394287,-1.0,1.3908779621124268,1.3949919939041138,1.3100279569625854,1.3368090391159058,1.3368090391159058,6895625.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,1.3368090391159058,1.4393022060394287,-1.0,1.3333922068277995,0.09766180515289306,1.3816652695337932,0.09109262029329936,3232908.146355573
2019-11-08,1.3356980085372925,1.3362720012664795,1.231076955795288,1.241322040557861,1.241322040557861,6641705.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,1.241322040557861,1.381004810333252,-1.0,1.3356980085372925,1.3362720012664795,1.231076955795288,1.241322040557861,1.241322040557861,6641705.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,1.241322040557861,1.381004810333252,-1.0,1.3440994103749593,0.10164400736490888,1.374696469306946,0.0913733720779419,380668.34493246675
2019-11-11,1.2243189811706543,1.2370820045471191,1.1371649503707886,1.1628680229187012,1.1628680229187012,6083005.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,1.1628680229187012,1.3137800216674804,-1.0,1.2243189811706543,1.2370820045471191,1.1371649503707886,1.1628680229187012,1.1628680229187012,6083005.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,1.1628680229187012,1.3137800216674804,-1.0,1.3488154093424478,0.10710081259409589,1.366879787047704,0.09188270767529806,-1760471.4453271069
2019-11-12,1.1631439924240112,1.1793240308761597,1.144549012184143,1.170009970664978,1.170009970664978,5573777.0,63.9900016784668,61.540000915527344,11296300.0,103.08999633789062,102.02999877929688,6715200.0,23.357999801635746,23.32866668701172,110391000.0,158.07000732421875,158.05999755859375,71800.0,49.310001373291016,48.900001525878906,3443800.0,1.170009970664978,1.2566116094589233,-1.0,1.1631439924240112,1.1793240308761597,1.144549012184143,1.170009970664978,1.170009970664978,5573777.0,63.9900016784668,61.540000915527344,11296300.0,103.08999633789062,102.02999877929688,6715200.0,23.357999801635746,23.32866668701172,110391000.0,158.07000732421875,158.05999755859375,71800.0,49.310001373291016,48.900001525878906,3443800.0,1.170009970664978,1.2566116094589233,-1.0,1.3528218746185303,0.10475388367970788,1.3583942035833994,0.0914879063765208,-1652881.67942236
2019-11-13,1.1693459749221802,1.20647394657135,1.1684650182724,1.193331956863403,1.193331956863403,5515406.0,62.13999938964844,61.5099983215332,5509200.0,103.5999984741211,102.12000274658205,5246600.0,23.755332946777344,23.073999404907227,126301500.0,158.5,156.9600067138672,64300.0,48.77000045776367,48.34999847412109,2799500.0,1.193331956863403,1.2208682060241698,-1.0,1.1693459749221802,1.20647394657135,1.1684650182724,1.193331956863403,1.193331956863403,5515406.0,62.13999938964844,61.5099983215332,5509200.0,103.5999984741211,102.12000274658205,5246600.0,23.755332946777344,23.073999404907227,126301500.0,158.5,156.9600067138672,64300.0,48.77000045776367,48.34999847412109,2799500.0,1.193331956863403,1.2208682060241698,-1.0,1.3599812746047975,0.09961148103078207,1.3511487185955047,0.0907906730969747,-917255.8063615039
