Unnamed: 0,Open,High,Low,Close,HT-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,Open,High,Low,Close,HT-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,EMA_15,ATR_15,EMA_60,ATR_60,CHAIKIN
2019-10-29,3.8056368827819824,3.8673229217529297,3.7477619647979736,3.816730976104736,3.816730976104736,115032622.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,3.816730976104736,3.522344970703125,1.0,3.8056368827819824,3.8673229217529297,3.7477619647979736,3.816730976104736,3.816730976104736,115032622.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,3.816730976104736,3.522344970703125,1.0,3.483653704325358,0.198449420928955,3.97618035475413,0.19788846174875896,89533048.59935439
2019-10-30,3.819236040115357,3.828598976135254,3.657548904418945,3.771275043487549,3.771275043487549,122272668.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,3.771275043487549,3.637410593032837,1.0,3.819236040115357,3.828598976135254,3.657548904418945,3.771275043487549,3.771275043487549,122272668.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,3.771275043487549,3.637410593032837,1.0,3.517168172200521,0.20270215670267736,3.9584609349568685,0.19591432412465412,99883519.00354004
2019-10-31,3.7711739540100098,4.027984142303467,3.764936923980713,3.943912982940674,3.943912982940674,167194158.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,3.943912982940674,3.7870227813720705,1.0,3.7711739540100098,4.027984142303467,3.764936923980713,3.943912982940674,3.943912982940674,167194158.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,3.943912982940674,3.7870227813720705,1.0,3.5513094425201417,0.2032799084981282,3.9419168710708616,0.19794899622599285,114230789.64965011
2019-11-01,3.949063062667847,3.978764057159424,3.892486095428467,3.964951038360596,3.964951038360596,131523321.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,3.964951038360596,3.860155200958252,1.0,3.949063062667847,3.978764057159424,3.892486095428467,3.964951038360596,3.964951038360596,131523321.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,3.964951038360596,3.860155200958252,1.0,3.5908329168955486,0.19690049489339187,3.9233238220214846,0.1954393943150838,138164007.9888136
2019-11-04,3.90685510635376,3.936187982559204,3.874674081802368,3.920422077178955,3.920422077178955,116394690.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,3.920422077178955,3.8834584236145018,1.0,3.90685510635376,3.936187982559204,3.874674081802368,3.920422077178955,3.920422077178955,116394690.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,3.920422077178955,3.8834584236145018,1.0,3.6040875911712646,0.17948495546976723,3.9039100885391234,0.19293078978856404,153445282.48336583
2019-11-05,3.920422077178955,3.93415093421936,3.87294602394104,3.910017967224121,3.910017967224121,115306760.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,3.910017967224121,3.902115821838379,1.0,3.920422077178955,3.93415093421936,3.87294602394104,3.910017967224121,3.910017967224121,115306760.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,3.910017967224121,3.902115821838379,1.0,3.6225099245707195,0.1725298881530761,3.884362800916036,0.19249232212702433,153503217.41465953
2019-11-06,3.911345958709717,4.088053226470947,3.897011995315552,3.9959909915924072,3.9959909915924072,165170676.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,3.9959909915924072,3.9470590114593507,1.0,3.911345958709717,4.088053226470947,3.897011995315552,3.9959909915924072,3.9959909915924072,165170676.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,3.9959909915924072,3.9470590114593507,1.0,3.6569187164306642,0.1699077606201171,3.8673462828000384,0.19383442401885986,141474822.0176981
2019-11-07,3.993865966796875,4.057709217071533,3.962415933609009,3.976480007171631,3.976480007171631,129807534.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,3.976480007171631,3.953572416305542,1.0,3.993865966796875,4.057709217071533,3.962415933609009,3.976480007171631,3.976480007171631,129807534.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,3.976480007171631,3.953572416305542,1.0,3.688556989034017,0.16956583658854157,3.852398447195689,0.19215064446131389,94581797.53627756
2019-11-08,3.977591037750244,3.991849899291992,3.778351068496704,3.866432905197144,3.866432905197144,138803565.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,3.866432905197144,3.9338687896728515,-1.0,3.977591037750244,3.991849899291992,3.778351068496704,3.866432905197144,3.866432905197144,138803565.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,3.866432905197144,3.9338687896728515,-1.0,3.715759785970052,0.17271828651428214,3.833660594622294,0.19018277327219646,59076723.12468508
2019-11-11,3.901865005493164,3.919733047485352,3.7748889923095694,3.8263349533081055,3.8263349533081055,111140323.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,3.8263349533081055,3.9150513648986816,-1.0,3.901865005493164,3.919733047485352,3.7748889923095694,3.8263349533081055,3.8263349533081055,111140323.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,3.8263349533081055,3.9150513648986816,-1.0,3.7434555212656657,0.17738909721374513,3.8151145617167157,0.18968893686930338,28938944.81068156
