,FTT-USD_Open,FTT-USD_High,FTT-USD_Low,FTT-USD_Close,FTT-USD_Adj_Close,FTT-USD_Volume,BNB-USD_Open,BNB-USD_High,BNB-USD_Low,BNB-USD_Close,BNB-USD_Adj_Close,BNB-USD_Volume,HT-USD_Open,HT-USD_High,HT-USD_Low,HT-USD_Close,HT-USD_Adj_Close,HT-USD_Volume,OKB-USD_Open,OKB-USD_High,OKB-USD_Low,OKB-USD_Close,OKB-USD_Adj_Close,OKB-USD_Volume,KCS-USD_Open,KCS-USD_High,KCS-USD_Low,KCS-USD_Close,KCS-USD_Adj_Close,KCS-USD_Volume,LEO-USD_Open,LEO-USD_High,LEO-USD_Low,LEO-USD_Close,LEO-USD_Adj_Close,LEO-USD_Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE
2019-08-14,1.7201310396194458,1.7339589595794678,1.4869179725646973,1.5414350032806396,1.5414350032806396,4435566.0,29.46153450012207,29.47153091430664,27.10071563720703,27.105581283569336,27.105581283569336,227534067.0,5.016530990600586,5.065022945404053,4.8687028884887695,4.873350143432617,4.873350143432617,90606174.0,3.1014389991760254,3.1294519901275635,2.838191032409668,2.8438360691070557,2.8438360691070557,86095698.0,1.7118849754333496,1.7438230514526367,1.6208269596099854,1.6303249597549438,1.6303249597549438,26748831.0,1.2282660007476807,1.290814995765686,1.2222399711608887,1.2400100231170654,1.2400100231170654,9067862.0,62.349998474121094,61.54999923706055,8577900.0,105.12999725341797,103.2699966430664,9538800.0,15.433333396911621,14.641332626342773,143439000.0,139.33999633789062,137.9499969482422,130200.0,43.060001373291016,41.959999084472656,4952500.0
2019-08-15,1.5414350032806396,1.5414350032806396,1.172598958015442,1.24413001537323,1.24413001537323,8974039.0,27.096399307250977,28.17516326904297,26.697917938232422,28.043447494506836,28.043447494506836,248072109.0,4.873350143432617,5.054288864135742,4.722717761993408,4.99070405960083,4.99070405960083,161148630.0,2.8438360691070557,3.064732074737549,2.633538007736206,3.0585200786590576,3.0585200786590576,177491585.0,1.6303249597549438,1.6870429515838623,1.5981559753417969,1.6594500541687012,1.6594500541687012,29194388.0,1.2400100231170654,1.2508070468902588,1.2130539417266846,1.2266030311584473,1.2266030311584473,9770985.0,62.68000030517578,62.0,7080300.0,105.79000091552734,104.94999694824219,6975800.0,14.77066707611084,14.37600040435791,122394000.0,138.25,136.38999938964844,81700.0,42.349998474121094,41.66999816894531,3583700.0
2019-08-16,1.2460089921951294,1.6455450057983398,1.1651289463043213,1.6072700023651123,1.6072700023651123,10560335.0,28.05899429321289,28.082714080810547,26.897260665893555,27.64457130432129,27.64457130432129,203654965.0,4.993846893310547,5.015054225921631,4.840579986572266,4.939096927642822,4.939096927642822,81922892.0,3.0474820137023926,3.114711046218872,2.908550977706909,3.0251588821411133,3.0251588821411133,105541236.0,1.659945011138916,1.6883219480514526,1.6147249937057495,1.6318689584732056,1.6318689584732056,28004531.0,1.227031946182251,1.2273290157318115,1.1657589673995972,1.1697429418563843,1.1697429418563843,10462439.0,63.209999084472656,62.869998931884766,5421400.0,106.61000061035156,106.16000366210938,5840900.0,14.815999984741211,14.662667274475098,76477500.0,138.05999755859375,137.3300018310547,264800.0,42.5,42.33000183105469,2938200.0
2019-08-19,1.5918190479278564,1.6038340330123901,1.4135539531707764,1.425199031829834,1.425199031829834,5387658.0,27.94526481628418,29.056501388549805,27.818151473999023,28.809003829956055,28.809003829956055,259250527.0,4.9148030281066895,4.978478908538818,4.861995220184326,4.9588541984558105,4.9588541984558105,51514995.0,3.0944631099700928,3.1373050212860107,3.0396509170532227,3.053394079208374,3.053394079208374,84835432.0,1.6750719547271729,1.690332055091858,1.6602740287780762,1.6791449785232544,1.6791449785232544,23205411.0,1.315116047859192,1.3311619758605957,1.2801640033721924,1.3267910480499268,1.3267910480499268,8769122.0,64.43299865722656,64.08000183105469,6975800.0,108.44000244140625,107.66999816894531,5718300.0,15.188667297363281,15.121999740600586,79644000.0,140.6999969482422,139.75,100100.0,43.06999969482422,42.720001220703125,2843700.0
2019-08-20,1.425199031829834,1.43613600730896,1.4009590148925781,1.401898980140686,1.401898980140686,1805036.0,28.814861297607422,28.814861297607422,28.05715560913086,28.167490005493164,28.167490005493164,209875661.0,4.9588541984558105,5.01232385635376,4.908119201660156,4.9560089111328125,4.9560089111328125,60575497.0,3.053394079208374,3.0914320945739746,3.009713888168335,3.034276008605957,3.034276008605957,87669084.0,1.6791449785232544,1.6821249723434448,1.6022820472717285,1.628061056137085,1.628061056137085,22076654.0,1.3267910480499268,1.3473589420318604,1.291327953338623,1.3060959577560425,1.3060959577560425,9793710.0,65.1050033569336,64.37000274658203,7008600.0,108.58000183105469,107.37000274658203,4358600.0,15.272666931152344,15.057332992553711,61878000.0,141.75,140.50999450683594,69500.0,42.59000015258789,41.959999084472656,2441700.0
2019-08-21,1.4013659954071045,1.4013659954071045,1.2444260120391846,1.2657959461212158,1.2657959461212158,3255031.0,28.166189193725586,28.166189193725586,26.593286514282227,26.993715286254883,26.993715286254883,198468093.0,4.9560089111328125,4.976296901702881,4.722558975219727,4.823798179626465,4.823798179626465,104993053.0,3.032623052597046,3.0546770095825195,2.807929039001465,2.8763039112091064,2.8763039112091064,101439093.0,1.628061056137085,1.628061056137085,1.5587459802627563,1.5887199640274048,1.5887199640274048,26103837.0,1.3051940202713013,1.3096859455108643,1.1832200288772583,1.1998709440231323,1.1998709440231323,10557616.0,66.13999938964844,65.41000366210938,5536400.0,110.0199966430664,109.81999969482422,5415900.0,14.881333351135254,14.722000122070312,116914500.0,142.89999389648438,140.88999938964844,146100.0,42.369998931884766,41.939998626708984,3295600.0
2019-08-22,1.2612700462341309,1.2897089719772339,1.2239949703216553,1.2324190139770508,1.2324190139770508,2398903.0,26.993715286254883,27.445281982421875,26.429414749145508,27.089191436767578,27.089191436767578,193368566.0,4.823798179626465,4.94064998626709,4.753077030181885,4.863077163696289,4.863077163696289,85397087.0,2.87650203704834,2.96345591545105,2.7295920848846436,2.9036099910736084,2.9036099910736084,118583483.0,1.5887199640274048,1.5945030450820923,1.5238540172576904,1.5886609554290771,1.5886609554290771,25991751.0,1.1996090412139893,1.2150599956512451,1.1909940242767334,1.2126840353012085,1.2126840353012085,9580089.0,65.97000122070312,64.68000030517578,4694400.0,110.29000091552734,108.7699966430664,3863600.0,15.026666641235352,14.8100004196167,98385000.0,142.55999755859375,141.22000122070312,50400.0,42.470001220703125,42.16999816894531,3712700.0
2019-08-23,1.2324190139770508,1.3336479663848877,1.2304940223693848,1.2725330591201782,1.2725330591201782,2410793.0,27.089191436767578,27.39027976989746,26.852848052978516,27.170530319213867,27.170530319213867,195437616.0,4.863077163696289,4.908229827880859,4.819286823272705,4.859623908996582,4.859623908996582,67588622.0,2.9036099910736084,2.9967660903930664,2.878870964050293,2.976392984390259,2.976392984390259,92843355.0,1.5886609554290771,1.629520058631897,1.550315022468567,1.5661120414733887,1.5661120414733887,20561750.0,1.2126840353012085,1.2146179676055908,1.1870800256729126,1.2029139995574951,1.2029139995574951,6549770.0,65.05000305175781,61.779998779296875,9173800.0,110.13999938964844,106.04000091552734,7456400.0,14.744667053222656,14.09333324432373,128079000.0,142.27999877929688,138.11000061035156,46300.0,42.2400016784668,41.02000045776367,3737300.0
2019-08-26,1.2707730531692505,1.315282940864563,1.2629820108413696,1.2915680408477783,1.2915680408477783,1895826.0,26.141944885253906,27.075456619262695,25.858333587646484,26.10832977294922,26.10832977294922,277691463.0,4.775471210479736,4.837562084197998,4.580753803253174,4.671291828155518,4.671291828155518,101656274.0,2.947403907775879,2.993295907974243,2.8812201023101807,2.960787057876587,2.960787057876587,104741367.0,1.5117319822311401,1.5788780450820923,1.505391001701355,1.5336190462112427,1.5336190462112427,17395723.0,1.1725590229034424,1.2102199792861938,1.15378999710083,1.1839079856872559,1.1839079856872559,6730862.0,63.52000045776367,62.79999923706055,5257600.0,107.83000183105469,107.66000366210938,3666900.0,14.334667205810547,14.333333015441895,75778500.0,140.0800018310547,139.6199951171875,76800.0,41.45000076293945,41.11000061035156,4231900.0
2019-08-27,1.2914600372314453,1.2964199781417847,1.2325379848480225,1.2388650178909302,1.2388650178909302,1776877.0,26.123910903930664,26.146265029907227,25.095142364501953,25.68897819519043,25.68897819519043,196715449.0,4.669414043426514,4.674982070922852,4.571011066436768,4.6012749671936035,4.6012749671936035,90807931.0,2.9605979919433594,2.9613571166992188,2.8537070751190186,2.874737024307251,2.874737024307251,88749069.0,1.5326319932937622,1.5345150232315063,1.4868810176849365,1.5088679790496826,1.5088679790496826,14965583.0,1.1852810382843018,1.1943249702453613,1.179618000984192,1.1866300106048584,1.1866300106048584,4831959.0,63.43000030517578,61.75,5207100.0,108.72000122070312,107.44999694824219,4937400.0,14.58666706085205,14.272000312805176,81243000.0,141.2100067138672,138.72000122070312,107800.0,41.529998779296875,40.95000076293945,3878300.0
2019-08-28,1.238178014755249,1.2887979745864868,1.1692789793014526,1.2169389724731445,1.2169389724731445,2419562.0,25.697509765625,26.017610549926758,23.688962936401367,23.70286750793457,23.70286750793457,206092745.0,4.5962419509887695,4.628335952758789,4.1441779136657715,4.1441779136657715,4.1441779136657715,75492316.0,2.872014045715332,2.8758010864257812,2.588567018508911,2.6476190090179443,2.6476190090179443,86422934.0,1.509850025177002,1.551730990409851,1.3653260469436646,1.4682929515838623,1.4682929515838623,17222867.0,1.1852940320968628,1.1926339864730835,1.1496659517288208,1.150365948677063,1.150365948677063,7344170.0,62.21900177001953,62.150001525878906,4559600.0,107.62999725341797,107.47000122070312,3256100.0,14.483332633972168,14.37266731262207,48382500.0,139.97999572753906,139.4600067138672,106300.0,41.189998626708984,41.04999923706055,4186600.0
2019-08-29,1.2106389999389648,1.2175240516662598,1.150508999824524,1.154561996459961,1.154561996459961,2229369.0,23.687646865844727,23.687646865844727,21.823617935180664,21.889606475830078,21.889606475830078,200824073.0,4.230860233306885,4.233763217926025,3.807573080062866,3.8759310245513916,3.8759310245513916,142523800.0,2.6479990482330322,2.6496899127960205,2.3519411087036133,2.472524881362915,2.472524881362915,107813895.0,1.4667350053787231,1.46976900100708,1.3655630350112915,1.4311610460281372,1.4311610460281372,15971476.0,1.149332046508789,1.1526639461517334,1.127977967262268,1.1383169889450073,1.1383169889450073,7263072.0,63.40999984741211,62.84000015258789,4421800.0,109.76000213623047,109.20999908447266,3930900.0,14.893333435058594,14.780667304992676,77692500.0,142.11000061035156,141.38999938964844,83300.0,42.060001373291016,41.720001220703125,3051500.0
2019-08-30,1.154561996459961,1.203163981437683,1.1369240283966064,1.1527270078659058,1.1527270078659058,1667366.0,21.889606475830078,22.620027542114258,21.642433166503906,22.218856811523438,22.218856811523438,196253457.0,3.8759310245513916,3.957524061203003,3.7776639461517334,3.883635997772217,3.883635997772217,87208477.0,2.472524881362915,2.536365032196045,2.4092679023742676,2.4490339756011963,2.4490339756011963,64872183.0,1.4311610460281372,1.4355770349502563,1.378844976425171,1.421807050704956,1.421807050704956,16448654.0,1.1383169889450073,1.1473079919815063,1.1301679611206055,1.1396880149841309,1.1396880149841309,6086745.0,63.459999084472656,61.84000015258789,5828500.0,110.97000122070312,109.05000305175781,3957900.0,15.496000289916992,15.040666580200195,139809000.0,143.80999755859375,143.2899932861328,146600.0,42.25,42.060001373291016,3051000.0
2019-09-03,1.1757559776306152,1.2087750434875488,1.1590360403060913,1.2004899978637695,1.2004899978637695,2587286.0,22.760757446289062,22.92913246154785,22.365453720092773,22.51453971862793,22.51453971862793,181166381.0,3.993058919906616,4.170563220977783,3.951258897781372,4.102198123931885,4.102198123931885,98520692.0,2.688438892364502,2.84352707862854,2.6490581035614014,2.821582078933716,2.821582078933716,94824154.0,1.5020999908447266,1.587751030921936,1.495061993598938,1.5758670568466187,1.5758670568466187,18422803.0,1.142745018005371,1.1430690288543701,1.115488052368164,1.126654028892517,1.126654028892517,5087267.0,63.97999954223633,61.130001068115234,12051700.0,108.86000061035156,106.75,4037700.0,15.263333320617676,15.000666618347168,80311500.0,144.36000061035156,143.60000610351562,123600.0,41.84000015258789,41.529998779296875,3613200.0
2019-09-04,1.197448968887329,1.1997150182724,1.1437369585037231,1.1808979511260986,1.1808979511260986,1582040.0,22.527362823486328,22.672157287597656,21.672555923461914,21.796308517456055,21.796308517456055,148909991.0,4.106605052947998,4.1369099617004395,4.034130096435547,4.0840020179748535,4.0840020179748535,75949545.0,2.820897102355957,2.866795063018799,2.777208089828491,2.8233330249786377,2.8233330249786377,84539323.0,1.5757910013198853,1.5989220142364502,1.5422660112380981,1.5583510398864746,1.5583510398864746,17617741.0,1.127290964126587,1.1333860158920288,1.1010210514068604,1.1028480529785156,1.1028480529785156,4777108.0,62.689998626708984,61.16999816894531,6637100.0,109.23500061035156,108.7300033569336,3691200.0,15.230667114257812,14.711999893188477,86415000.0,144.8300018310547,137.1699981689453,293300.0,42.040000915527344,41.91999816894531,2671600.0
2019-09-05,1.181715965270996,1.181993007659912,1.144827961921692,1.1541889905929565,1.1541889905929565,510850.0,21.815975189208984,23.535213470458984,21.573095321655273,22.761098861694336,22.761098861694336,259054353.0,4.085562229156494,4.091072082519531,3.9142329692840576,3.97837495803833,3.97837495803833,78667121.0,2.8240349292755127,2.8292009830474854,2.689646005630493,2.777911901473999,2.777911901473999,91394934.0,1.5574990510940552,1.5818419456481934,1.5300220251083374,1.551156997680664,1.551156997680664,16246363.0,1.1028480529785156,1.107943058013916,1.0690449476242065,1.0698089599609375,1.0698089599609375,6713358.0,63.470001220703125,63.02000045776367,8160400.0,111.62999725341797,111.45999908447266,5348700.0,15.319999694824219,15.305333137512207,110929500.0,142.10000610351562,141.41000366210938,125500.0,43.349998474121094,42.81999969482422,4544400.0
2019-09-06,1.1541889905929565,1.1931380033493042,1.1284650564193726,1.1471840143203735,1.1471840143203735,1629681.0,22.761098861694336,23.42207908630371,21.81948471069336,22.153148651123047,22.153148651123047,240129733.0,3.97837495803833,4.081610202789307,3.931765079498291,3.9552340507507324,3.9552340507507324,84267913.0,2.777911901473999,2.7799439430236816,2.666501045227051,2.684659004211426,2.684659004211426,89619860.0,1.551156997680664,1.5793789625167847,1.4808590412139893,1.503864049911499,1.503864049911499,16326983.0,1.0698089599609375,1.0792109966278076,1.055098056793213,1.0601669549942017,1.0601669549942017,5541291.0,63.849998474121094,62.0,4744100.0,111.66999816894531,110.05000305175781,4675800.0,15.309332847595215,15.16333293914795,62841000.0,142.75,139.88999938964844,70200.0,43.099998474121094,43.029998779296875,3388900.0
2019-09-09,1.2438149452209473,1.307979941368103,1.2170050144195557,1.2351590394973755,1.2351590394973755,2439269.0,22.56902313232422,22.650728225708008,21.980152130126953,22.287389755249023,22.287389755249023,155543678.0,4.054480075836182,4.086852073669434,3.9780149459838867,4.026546955108643,4.026546955108643,68089613.0,2.674478054046631,2.7316970825195312,2.5847740173339844,2.686707019805908,2.686707019805908,74304783.0,1.5240039825439453,1.5788249969482422,1.4956949949264526,1.5535119771957397,1.5535119771957397,9778215.0,1.0702940225601196,1.074869990348816,1.047482967376709,1.0490679740905762,1.0490679740905762,4577684.0,62.72999954223633,61.470001220703125,11684400.0,110.7699966430664,105.43000030517578,10959000.0,15.583999633789062,15.452667236328125,72040500.0,143.9199981689453,143.69000244140625,117200.0,45.79999923706055,45.47999954223633,7858900.0
2019-09-10,1.2355079650878906,1.2704730033874512,1.21260404586792,1.243433952331543,1.243433952331543,1691140.0,22.28595542907715,22.41229820251465,21.63162612915039,21.911144256591797,21.911144256591797,139754246.0,4.02370023727417,4.207190036773682,3.9935309886932373,4.102831840515137,4.102831840515137,101981235.0,2.6869289875030518,2.90712308883667,2.653325080871582,2.7517879009246826,2.7517879009246826,115363243.0,1.5522630214691162,1.562479019165039,1.516517996788025,1.5398579835891724,1.5398579835891724,10043615.0,1.0493839979171753,1.0632139444351196,1.045861005783081,1.0552860498428345,1.0552860498428345,8641516.0,62.099998474121094,60.54999923706055,9394000.0,104.94999694824219,103.05000305175781,13428000.0,15.702667236328125,15.702667236328125,73255500.0,144.9600067138672,144.9600067138672,117900.0,46.25,45.779998779296875,5969900.0
2019-09-11,1.2439090013504028,1.251513957977295,1.1679019927978516,1.2357410192489624,1.2357410192489624,1945756.0,21.913787841796875,22.039094924926758,20.765682220458984,20.899320602416992,20.899320602416992,147044919.0,4.104917049407959,4.368967056274414,4.094313144683838,4.136289119720459,4.136289119720459,147386654.0,2.7517879009246826,2.862644910812378,2.6850640773773193,2.829638957977295,2.829638957977295,90680943.0,1.5428260564804077,1.642598032951355,1.5323280096054077,1.6357090473175049,1.6357090473175049,9498037.0,1.0552860498428345,1.0669399499893188,1.0516550540924072,1.062688946723938,1.062688946723938,5170231.0,60.849998474121094,59.20000076293945,11561400.0,104.4800033569336,104.0199966430664,7006300.0,16.544666290283203,16.47333335876465,150642000.0,147.66000366210938,147.5399932861328,115700.0,46.36000061035156,46.34000015258789,3986700.0
2019-09-12,1.2357410192489624,1.2538609504699707,1.218269944190979,1.2321159839630127,1.2321159839630127,1952443.0,20.892230987548828,21.0345458984375,19.96184730529785,20.922277450561523,20.922277450561523,202313591.0,4.138754844665527,4.166549205780029,4.0543718338012695,4.116846084594727,4.116846084594727,76778699.0,2.829638957977295,2.839060068130493,2.7561841011047363,2.7682430744171143,2.7682430744171143,68884718.0,1.635045051574707,1.7612119913101196,1.6115449666976929,1.7433689832687378,1.7433689832687378,16135099.0,1.0628809928894043,1.0702910423278809,1.061236023902893,1.0645029544830322,1.0645029544830322,5754002.0,59.86000061035156,57.790000915527344,15301200.0,107.91500091552734,107.0999984741211,11585400.0,16.899999618530273,16.391332626342773,128718000.0,150.0,148.39999389648438,127300.0,46.560001373291016,46.310001373291016,3106600.0
