Unnamed: 0,Open,High,Low,Close,BNB-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,Open,High,Low,Close,BNB-USD_Adj_Close,Volume,SQ_High_FEATURE,SQ_Close_FEATURE,SQ_Volume_FEATURE,PYPL_High_FEATURE,PYPL_Close_FEATURE,PYPL_Volume_FEATURE,TSLA_High_FEATURE,TSLA_Close_FEATURE,TSLA_Volume_FEATURE,MSTR_High_FEATURE,MSTR_Close_FEATURE,MSTR_Volume_FEATURE,BK_High_FEATURE,BK_Close_FEATURE,BK_Volume_FEATURE,sma_fast,sma_slow,Signal,EMA_15,ATR_15,EMA_60,ATR_60,CHAIKIN
2019-10-29,19.81363868713379,20.91778564453125,19.700254440307617,20.47710609436035,20.47710609436035,317609149.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,20.47710609436035,18.490846252441408,1.0,19.81363868713379,20.91778564453125,19.700254440307617,20.47710609436035,20.47710609436035,317609149.0,63.617000579833984,62.40999984741211,4030900.0,107.0199966430664,105.0,5420900.0,21.6200008392334,21.08133316040039,190264500.0,147.47000122070312,146.64999389648438,42700.0,47.18000030517578,46.630001068115234,8328300.0,20.47710609436035,18.490846252441408,1.0,18.18075269063314,1.279947153727214,21.467390712102254,1.2547680377960204,4630148.108268559
2019-10-30,20.49300193786621,20.58246612548828,19.22992515563965,20.086950302124023,20.086950302124023,250293832.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,20.086950302124023,19.166001510620116,1.0,20.49300193786621,20.58246612548828,19.22992515563965,20.086950302124023,20.086950302124023,250293832.0,62.72999954223633,62.15999984741211,4832800.0,106.5999984741211,106.5,4204900.0,21.252666473388672,21.000667572021484,144627000.0,154.39999389648438,153.41000366210938,81800.0,46.84999847412109,46.619998931884766,5709200.0,20.086950302124023,19.166001510620116,1.0,18.332777404785155,1.2396939595540368,21.341538413365683,1.2593191305796305,36003357.70128983
2019-10-31,20.09931182861328,20.39628028869629,19.53606986999512,20.000232696533203,20.000232696533203,250225840.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,20.000232696533203,19.787733459472655,1.0,20.09931182861328,20.39628028869629,19.53606986999512,20.000232696533203,20.000232696533203,250225840.0,62.650001525878906,61.43000030517578,4416100.0,106.5,104.0999984741211,7200500.0,21.26666641235352,20.994667053222656,76005000.0,154.5,153.25,54800.0,46.75,46.75,8581600.0,20.000232696533203,19.787733459472655,1.0,18.49471600850423,1.2423493703206385,21.185636154810588,1.2375503698984782,51869238.1077469
2019-11-01,19.99411392211914,20.062314987182617,19.779502868652344,20.02150154113769,20.02150154113769,198377285.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,20.02150154113769,20.068822097778316,-1.0,19.99411392211914,20.062314987182617,19.779502868652344,20.02150154113769,20.02150154113769,198377285.0,62.81399917602539,62.59999847412109,6184900.0,105.3000030517578,104.9800033569336,5489800.0,21.09866714477539,20.88733291625977,95758500.0,154.85000610351562,153.69000244140625,70100.0,47.59999847412109,47.15999984741211,7002200.0,20.02150154113769,20.068822097778316,-1.0,18.71551399230957,1.2001026153564458,21.005447085698446,1.2044838428497315,98546312.00082636
2019-11-04,20.2264461517334,20.91559410095215,20.18412971496582,20.73798179626465,20.73798179626465,296502530.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,20.73798179626465,20.264754486083984,1.0,20.2264461517334,20.91559410095215,20.18412971496582,20.73798179626465,20.73798179626465,296502530.0,63.83000183105469,62.380001068115234,6046700.0,105.76000213623048,102.80999755859376,5818400.0,21.46266746520996,21.1646671295166,131805000.0,155.13999938964844,153.50999450683594,68400.0,48.7400016784668,48.720001220703125,6561200.0,20.73798179626465,20.264754486083984,1.0,18.867414220174155,1.1322143554687505,20.851722224553427,1.1982946554819742,157208715.2669121
2019-11-05,20.741458892822266,20.922067642211918,20.44797134399414,20.72467422485352,20.72467422485352,263685442.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,20.72467422485352,20.314268112182617,1.0,20.741458892822266,20.922067642211918,20.44797134399414,20.72467422485352,20.72467422485352,263685442.0,62.54999923706055,61.060001373291016,8552000.0,103.25,100.98999786376952,9236200.0,21.567333221435547,21.14800071716309,104151000.0,156.08999633789062,155.0,67200.0,49.650001525878906,49.16999816894531,6953200.0,20.72467422485352,20.314268112182617,1.0,19.01274897257487,1.1005972544352223,20.694352102279662,1.1956977685292562,180950468.54066867
2019-11-06,20.716938018798828,20.91533088684082,20.28018951416016,20.81792259216309,20.81792259216309,241489968.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,20.81792259216309,20.460462570190433,1.0,20.716938018798828,20.91533088684082,20.28018951416016,20.81792259216309,20.81792259216309,241489968.0,61.93000030517578,61.34000015258789,12855600.0,101.33999633789062,100.62999725341795,7332200.0,21.781333923339844,21.77199935913086,119113500.0,155.69000244140625,154.9600067138672,68900.0,49.4900016784668,49.130001068115234,3460000.0,20.81792259216309,20.460462570190433,1.0,19.211273829142254,1.071003087361654,20.55021284421285,1.1882346630096436,227482209.35355994
2019-11-07,20.81498146057129,20.95944023132324,20.24761390686035,20.646936416625977,20.646936416625977,222003636.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,20.646936416625977,20.589803314208986,1.0,20.81498146057129,20.95944023132324,20.24761390686035,20.646936416625977,20.646936416625977,222003636.0,66.5999984741211,64.41000366210938,25984000.0,101.72000122070312,100.47000122070312,9088400.0,22.76666641235352,22.369333267211918,217009500.0,156.80999755859375,155.77999877929688,59300.0,50.02999877929688,49.400001525878906,5281300.0,20.646936416625977,20.589803314208986,1.0,19.34971834818522,1.0479516347249354,20.44256876309713,1.160584847132365,234453074.36232847
2019-11-08,20.693029403686523,20.693029403686523,19.47482109069824,19.690773010253903,19.690773010253903,184596047.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,19.690773010253903,20.523657608032227,-1.0,20.693029403686523,20.693029403686523,19.47482109069824,19.690773010253903,19.690773010253903,184596047.0,63.45100021362305,62.45000076293945,11629500.0,101.70999908447266,101.41999816894533,5451300.0,22.497333526611328,22.47599983215332,91038000.0,157.07000732421875,156.1300048828125,65300.0,49.66999816894531,49.20000076293945,3748700.0,19.690773010253903,20.523657608032227,-1.0,19.445490392049155,1.0666834513346362,20.303357521692913,1.156267563501994,178079736.05106792
2019-11-11,20.47985076904297,20.644916534423828,19.915712356567383,20.133140563964844,20.133140563964844,209454454.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,20.133140563964844,20.402689361572264,-1.0,20.47985076904297,20.644916534423828,19.915712356567383,20.133140563964844,20.133140563964844,209454454.0,64.8949966430664,63.790000915527344,12711100.0,103.04000091552734,102.66999816894533,5391000.0,23.279333114624023,23.006000518798828,149800500.0,156.22000122070312,155.9199981689453,59200.0,49.56999969482422,49.060001373291016,2988300.0,20.133140563964844,20.402689361572264,-1.0,19.567329788208006,1.0997976938883471,20.178167009353636,1.1524123986562094,111927353.49006209
